name,state,category,rating,,,,,,,,,,Weighted_Average
Jantar Mantar,Delhi,Observatory,4.2,,,,,,,,,,4.29
Nehru Park,Delhi,Park,4.5,,,,,,,,,,4.29
"Indira Gandhi Memorial Museum, Delhi",Delhi,Museum,4.5,,,,,,,,,,4.51
"Safdarjung Tomb, Delhi",Delhi,Monument,4.4,,,,,,,,,,4.51
Shri Laxmi Narayan Temple (Birla Mandir),Delhi,Hindu temple,4.6,,,,,,,,,,4.69
Tughlakabad Fort Delhi,Delhi,Fortress,4.1,,,,,,,,,,4.51
Bharat Darshan Park,Punjab,Park,4.3,,,,,,,,,,4.36
Indraprastha Park,Delhi,Park,4.2,,,,,,,,,,4.29
Deer Park,Delhi,Park,4.4,,,,,,,,,,4.29
Hauz Khas Fort,Delhi,Historical landmark,4.4,,,,,,,,,,4.51
"Isa Khan's Tomb, Delhi",Delhi,Historical landmark,4.4,,,,,,,,,,4.51
Mehrauli Archaeological Park,Delhi,Historical landmark,4.3,,,,,,,,,,4.51
"Iron Pillar, Delhi",Delhi,Monument,4.6,,,,,,,,,,4.51
India Africa Friendship Rose Garden,Delhi,Garden,4.4,,,,,,,,,,4.29
Charkha Museum,Delhi,Museum,4.2,,,,,,,,,,4.51
Qudsia Bagh,Delhi,Park,4.3,,,,,,,,,,4.29
"Satpula, Delhi",Delhi,Historical landmark,4.1,,,,,,,,,,4.51
Rajon Ki Baoli,Delhi,Archaeological site,4.1,,,,,,,,,,4.51
Indian War Memorial Museum,Delhi,Museum,4.4,,,,,,,,,,4.51
Tomb of Iltutmish,Delhi,Historical landmark,4.5,,,,,,,,,,4.51
Ram Yantra,Delhi,Monument,4.7,,,,,,,,,,4.51
"Hall of Fame, Leh",Jammu and Kashmir,Museum,4.7,,,,,,,,,,4.5
Shanti Stupa,Jammu and Kashmir,Buddhist temple,4.7,,,,,,,,,,4.68
Mcleod Ganj Trekk,Himachal Pradesh,Park,4.7,,,,,,,,,,4.49
Namgyal Monastery,Himachal Pradesh,Monastery,4.6,,,,,,,,,,4.59
Laka Glacier,Himachal Pradesh,Hiking area,4.8,,,,,,,,,,4.49
Bhagsu Naag Temple,Himachal Pradesh,Hindu temple,4.5,,,,,,,,,,4.59
Naddi Hill Point Mcleod Ganj,Himachal Pradesh,Scenic spot,4.5,,,,,,,,,,4.49
Tsuglagkhang Complex Dalai Lama Temple,Himachal Pradesh,Monastery,4.6,,,,,,,,,,4.59
Aghanjar Mahadev,Himachal Pradesh,Hindu temple,4.7,,,,,,,,,,4.59
Kalachakra temple,Himachal Pradesh,Buddhist temple,4.5,,,,,,,,,,4.59
Dip Tse Chok Ling,Himachal Pradesh,Buddhist temple,4.4,,,,,,,,,,4.59
McLeod Square Temple,Himachal Pradesh,Buddhist temple,4.5,,,,,,,,,,4.59
Shree Kalaram Mandir Sansthan,Maharashtra,Hindu temple,4.7,,,,,,,,,,4.69
Shrine of the Infant Jesus (Nashik),Maharashtra,Catholic church,4.8,,,,,,,,,,4.69
Coin Museum (Shanti-Krishna Museum of Money and History),Maharashtra,Museum,4.3,,,,,,,,,,4.49
Savata Nagar - Shree Saptashrungi Nivasini Devi Shaktipeeth,Maharashtra,Hindu temple,4.4,,,,,,,,,,4.69
Kusumagraj Pratishthan,Maharashtra,Museum,4.4,,,,,,,,,,4.49
Muktidham Mandir,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Ramkund Panchwati,Maharashtra,Religious destination,4.4,,,,,,,,,,4.69
Bhaktidham,Maharashtra,Hindu temple,4.4,,,,,,,,,,4.69
Temple Hill,Maharashtra,Park,4.4,,,,,,,,,,4.35
Chambar Leni,Maharashtra,Jain temple,4.5,,,,,,,,,,4.69
Triveni Sangam,Maharashtra,Hindu temple,4.4,,,,,,,,,,4.69
Naroshankar Temple,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Sai Baba Temple,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Ved Mandir,Maharashtra,Hindu temple,4.4,,,,,,,,,,4.69
Sundar narayan mandir,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Shri Laxman Rekha Temple,Maharashtra,Historical landmark,4.4,,,,,,,,,,4.49
Shri Laxmi Narayan Mandir,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
JAGANNATH MANDIR,Maharashtra,Hindu temple,4.7,,,,,,,,,,4.69
Kalavati Aai Mandir,Maharashtra,Hindu temple,4.6,,,,,,,,,,4.69
BIRLA AROGYA MANDIR,Maharashtra,Hindu temple,4.3,,,,,,,,,,4.69
goraaraam mNdir,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Ganapati Temple,Maharashtra,Hindu temple,4.5,,,,,,,,,,4.69
Mahabaleshwar Temple,Maharashtra,Hindu temple,4.7,,,,,,,,,,4.69
Venna Lake,Maharashtra,Lake,4.4,,,,,,,,,,4.35
Bhilar Water Fall Point,Maharashtra,Scenic spot,4.2,,,,,,,,,,4.35
Krishnabai Mandir,Maharashtra,Hindu temple,4.7,,,,,,,,,,4.69
Holy Cross Church Mahabaleshwar,Maharashtra,Catholic church,4.5,,,,,,,,,,4.69
Valley View Waterfall,Maharashtra,Nature preserve,4.6,,,,,,,,,,4.35
Sri Harmandir Sahib,Punjab,Gurudwara,4.9,,,,,,,,,,4.9
"The Partition Museum - Amritsar District, Punjab, India",Punjab,Historical place museum,4.6,,,,,,,,,,4.51
Gobindgarh Fort,Punjab,Fortress,4.3,,,,,,,,,,4.51
"Shri Durgiana Temple, Amritsar",Goa,Hindu temple,4.7,,,,,,,,,,4.54
Gurudwara Chheharta Sahib,Punjab,Gurudwara,4.9,,,,,,,,,,4.9
Akal Takht Sahib,Punjab,Gurudwara,4.8,,,,,,,,,,4.9
Jallianwala Bagh Museum,Punjab,Museum,4.6,,,,,,,,,,4.51
Iskcon Temple,Punjab,Hindu temple,4.6,,,,,,,,,,4.9
Shri Dukh Bhanjani Beri Sahib,Punjab,Gurudwara,4.8,,,,,,,,,,4.9
Rose Garden,Punjab,Garden,4.3,,,,,,,,,,4.36
Mata Lal Devi Mandir,Punjab,Hindu temple,4.7,,,,,,,,,,4.9
Maharaja Ranjit Singh Garden,Punjab,Garden,4.5,,,,,,,,,,4.36
Central Sikh Museum,Punjab,Heritage museum,4.7,,,,,,,,,,4.51
Jalianwala Bag Centenary Memorial,Punjab,Park,4.7,,,,,,,,,,4.36
Varenium Park,Punjab,Park,4.2,,,,,,,,,,4.36
Sita Ram Mandir,Punjab,Hindu temple,4.5,,,,,,,,,,4.9
Chatiwind canal,Punjab,Park,4.5,,,,,,,,,,4.36
Shree Jagannatha Temple Puri,Odisha,Hindu temple,4.7,,,,,,,,,,4.69
"Shree Gundicha Temple, Puri",Odisha,Hindu temple,4.6,,,,,,,,,,4.69
Mahatma Gandhi Park,Odisha,Park,4.4,,,,,,,,,,4.49
"Sakshi Gopal Temple , Puri",Odisha,Hindu temple,4.5,,,,,,,,,,4.69
Maa Baliharachandi Temple,Odisha,Hindu temple,4.5,,,,,,,,,,4.69
Niladri Beach,Odisha,Public beach,4.6,,,,,,,,,,4.49
Shri Markandeswara Swamy Temple,Odisha,Hindu temple,4.4,,,,,,,,,,4.69
Sunara Gouranga Temple,Odisha,Hindu temple,4.4,,,,,,,,,,4.69
"Shri Vimala Shakti Peetha Temple, Puri",Odisha,Hindu temple,4.6,,,,,,,,,,4.69
Digabareni Pillar,Odisha,Historical landmark,4.3,,,,,,,,,,4.46
Kanha Tiger Reserve,Madhya Pradesh,National park,4.5,,,,,,,,,,4.34
Life Spring Corner,Assam,Park,4.1,,,,,,,,,,4.49
Sri Venkateswara Swamy Temple,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Chandragiri Fort,Andhra Pradesh,Museum,4.2,,,,,,,,,,4.34
Tirumala Deer Park Reserve,Andhra Pradesh,National park,4.5,,,,,,,,,,4.4
Srivari Paadaalu,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Prakasam Park,Andhra Pradesh,Park,4.3,,,,,,,,,,4.4
Japali Anjaneya Swami devalayam,Andhra Pradesh,Hindu temple,4.8,,,,,,,,,,4.7
Silathoranam Garden,Andhra Pradesh,Park,4.6,,,,,,,,,,4.4
Sri Kapileswara Swamy Temple | Tirupati,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Narayanagiri Gardens,Andhra Pradesh,Park,4.4,,,,,,,,,,4.4
"Sri Prasanna Venkateswara Swamy Temple, Appalayagunta",Andhra Pradesh,Hindu temple,4.8,,,,,,,,,,4.7
Sri Babu Jagjivanram park,Andhra Pradesh,Park,4.3,,,,,,,,,,4.4
Tirumala Chakratheertham,Andhra Pradesh,Hindu temple,4.5,,,,,,,,,,4.7
Divyaramam Park,Andhra Pradesh,National park,4.4,,,,,,,,,,4.4
Papavinasam Theertham,Andhra Pradesh,Hindu temple,4.5,,,,,,,,,,4.7
Lepakshi Circle,Andhra Pradesh,Historical landmark,4.6,,,,,,,,,,4.34
Sri Padmavathi Park,Andhra Pradesh,Park,4.2,,,,,,,,,,4.4
"Sri Anjaneyaswami Mandir, Tirumala Tirupati",Andhra Pradesh,Hindu temple,4.8,,,,,,,,,,4.7
Sri Venugopala Swamy Temple,Andhra Pradesh,Hindu temple,4.5,,,,,,,,,,4.7
Hanuman Temple,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Geetopadesam Park,Andhra Pradesh,Park,4.5,,,,,,,,,,4.4
Govindaraja Swamy Temple Museum,Andhra Pradesh,Museum,4.6,,,,,,,,,,4.34
Archaeological Museum,Andhra Pradesh,Museum,4.3,,,,,,,,,,4.34
Jungle Book & Park,Andhra Pradesh,Park,4.1,,,,,,,,,,4.4
Swami Pushkarini,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Gogarbham Dam Park,Andhra Pradesh,Park,4.3,,,,,,,,,,4.4
Sri Bedi Anjaneya Swamy Temple,Andhra Pradesh,Hindu temple,4.7,,,,,,,,,,4.7
Sri Venkateshwara Temple,Andhra Pradesh,Hindu temple,4.5,,,,,,,,,,4.7
Chakra Teertham,Andhra Pradesh,Lake,4.5,,,,,,,,,,4.4
Tirumala View Point,Andhra Pradesh,Vista point,4.8,,,,,,,,,,4.4
Sri Siva Nagendra Swami Temple,Andhra Pradesh,Hindu temple,4.3,,,,,,,,,,4.7
Rock Garden.,Andhra Pradesh,Park,4.5,,,,,,,,,,4.4
GMR Eco Park,Andhra Pradesh,Park,4.6,,,,,,,,,,4.4
Sri Venkateswara Dhyana Jnana Mandiram,Andhra Pradesh,Museum,4.5,,,,,,,,,,4.34
Kumaradhara Theertham,Andhra Pradesh,Hindu temple,4.6,,,,,,,,,,4.7
View Point of Jungle Book,Andhra Pradesh,Vista point,4.2,,,,,,,,,,4.4
P3,Andhra Pradesh,Park,4.3,,,,,,,,,,4.4
Seshachala Vanadarshini Forest Museum,Andhra Pradesh,Museum,4.3,,,,,,,,,,4.34
Shri Amarnath Cave Temple,Jammu and Kashmir,Religious destination,4.5,,,,,,,,,,4.68
SOHAM Himalayan Centre,Uttarakhand,Museum,4.6,,,,,,,,,,4.49
Lal Tibba Scenic Point,Uttarakhand,Scenic spot,4.2,,,,,,,,,,4.34
Christ Church,Uttarakhand,Church,4.3,,,,,,,,,,4.64
"Ugra Kheri, Park",Haryana,Park,4.4,,,,,,,,,,4.27
Tau Devi Lal Park,Haryana,Park,4.2,,,,,,,,,,4.27
Kala Amb Park,Haryana,Park,4.2,,,,,,,,,,4.27
Mela Ram Park,Haryana,Park,4.1,,,,,,,,,,4.27
Ganga Park,Haryana,Park,4.1,,,,,,,,,,4.27
Mattancherry Palace,Kerala,History museum,4.2,,,,,,,,,,4.42
Subhash Bose Park,Kerala,Park,4.5,,,,,,,,,,4.43
Queen's Walkway,Kerala,Scenic spot,4.6,,,,,,,,,,4.43
Indian Naval Maritime Museum,Kerala,Museum,4.6,,,,,,,,,,4.42
Njarackal Arattuvazhi Beach,Kerala,Public beach,4.2,,,,,,,,,,4.43
International Tourism Police Station And Police Museum,Kerala,Museum,4.3,,,,,,,,,,4.42
Ghoom Monastery (Samten Choeling),West Bengal,Monastery,4.3,,,,,,,,,,4.55
Batasia Eco Garden,West Bengal,Garden,4.5,,,,,,,,,,4.43
Yiga Choeling Monastery,West Bengal,Buddhist temple,4.5,,,,,,,,,,4.55
HMI MUSEUM,West Bengal,Museum,4.6,,,,,,,,,,4.54
"Peace Pagoda, Darjeeling",West Bengal,Buddhist temple,4.6,,,,,,,,,,4.55
Tea Garden View,West Bengal,Nature preserve,4.3,,,,,,,,,,4.43
"Japanese Buddhist Temple, Darjeeling",West Bengal,Buddhist temple,4.5,,,,,,,,,,4.55
Darjeeling Clock Tower,West Bengal,Historical landmark,4.3,,,,,,,,,,4.54
Mahakal Temple,West Bengal,Hindu temple,4.7,,,,,,,,,,4.55
Happy Valley Tea Estate,West Bengal,Garden,4.4,,,,,,,,,,4.43
Shrubbery Nightingale Park,West Bengal,Park,4.3,,,,,,,,,,4.43
Himalayan Tibet Museum,West Bengal,Museum,4.5,,,,,,,,,,4.54
St. Andrews Church,West Bengal,Anglican church,4.4,,,,,,,,,,4.55
"DHR Ghum Railway Museum - Darjeeling District, West Bengal, India",West Bengal,Heritage museum,4.3,,,,,,,,,,4.54
Guiders,West Bengal,Buddhist temple,4.5,,,,,,,,,,4.55
Kovalam Beach,Kerala,Public beach,4.4,,,,,,,,,,4.43
Grove Beach,Kerala,Public beach,4.3,,,,,,,,,,4.43
Kovalam Sea View,Kerala,Vista point,4.5,,,,,,,,,,4.43
Rock Cut Cave Shiva Temple,Kerala,Historical landmark,4.2,,,,,,,,,,4.42
Samudra Beach Park,Kerala,Beach,4.3,,,,,,,,,,4.43
Valley of Flowers National Park,Uttarakhand,National park,4.7,,,,,,,,,,4.34
"Shri Narsingh Temple, Joshimath",Uttarakhand,Hindu temple,4.8,,,,,,,,,,4.64
Chalal Trek Trail,Himachal Pradesh,Hiking area,4.5,,,,,,,,,,4.49
Parvati Valley,Himachal Pradesh,Nature preserve,4.7,,,,,,,,,,4.49
Nature Park Kasol,Himachal Pradesh,Park,4.5,,,,,,,,,,4.49
Bijbehara The town of Chinars,Jammu and Kashmir,Historical landmark,4.5,,,,,,,,,,4.5
Baba Naseeb Din Park,Jammu and Kashmir,Park,4.2,,,,,,,,,,4.41
Heritage Park,Tripura,Park,4.2,,,,,,,,,,4.19
Ujjayanta Palace Museum,Tripura,Museum,4.5,,,,,,,,,,4.5
Dimsagar Lake Park,Tripura,Park,4.1,,,,,,,,,,4.19
Jagannath Bari,Tripura,Hindu temple,4.5,,,,,,,,,,4.47
Rabindra Kanan,Tripura,Park,4.1,,,,,,,,,,4.19
ISKCON Agartala,Tripura,Hindu temple,4.4,,,,,,,,,,4.47
Fourteen Gods' and Goddesses' Temple,Tripura,Hindu temple,4.5,,,,,,,,,,4.47
Tripura State Museum,Tripura,Museum,4.5,,,,,,,,,,4.5
State's Highest National Flag,Tripura,Park,4.7,,,,,,,,,,4.19
Chitai Golu Devta Temple,Uttarakhand,Hindu temple,4.8,,,,,,,,,,4.64
Kasar Devi Temple Almora,Uttarakhand,Hindu temple,4.8,,,,,,,,,,4.64
Katarmal Sun Temple,Uttarakhand,Hindu temple,4.7,,,,,,,,,,4.64
Syahi Devi Temple,Uttarakhand,Hindu temple,4.6,,,,,,,,,,4.64
Khagmara Temple,Uttarakhand,Hindu temple,4.2,,,,,,,,,,4.64
Top Station,Tamil Nadu,Scenic spot,4.4,,,,,,,,,,4.41
Munnar Hiking Trails,Kerala,Hiking area,5,,,,,,,,,,4.43
Munnar Hiking Adventures | Munnar Trekking | Munnar Trekking Adventure | Best Munnar Trekking | Munnar Hiking,Kerala,Hiking area,5,,,,,,,,,,4.43
Munnar Rose Garden,Kerala,Garden,4.3,,,,,,,,,,4.43
C.S.I Christ Church,Kerala,Anglican church,4.5,,,,,,,,,,4.72
Meeshappulimala View Point,Kerala,Vista point,4.7,,,,,,,,,,4.43
"Silent Valley, Munnar",Kerala,Scenic spot,4.8,,,,,,,,,,4.43
Sri Arulmigu Subramaniya Swamy Temple Marudhamalai,Tamil Nadu,Hindu temple,4.7,,,,,,,,,,4.69
Gedee Car Museum,Tamil Nadu,Museum,4.6,,,,,,,,,,4.37
Ramar Temple,Tamil Nadu,Hindu temple,4.7,,,,,,,,,,4.69
Sri Masaniamman Temple,Tamil Nadu,Hindu temple,4.5,,,,,,,,,,4.69
Gass Forest Museum,Tamil Nadu,Museum,4.4,,,,,,,,,,4.37
Charminar,Telangana,Monument,4.5,,,,,,,,,,4.45
Golconda Fort,Telangana,Fortress,4.4,,,,,,,,,,4.45
Salar Jung Museum,Telangana,Art museum,4.4,,,,,,,,,,4.45
Chowmahalla Palace,Telangana,Castle,4.4,,,,,,,,,,4.45
Kasu Brahmanandha Reddy National Park (KBR),Telangana,National park,4.4,,,,,,,,,,4.16
Lumbini Park,Telangana,Park,4.1,,,,,,,,,,4.16
Birla Mandir,Telangana,Hindu temple,4.7,,,,,,,,,,4.7
The Nizam's Museum,Telangana,Museum,4.2,,,,,,,,,,4.45
Purani Haveli,Telangana,Museum,4.4,,,,,,,,,,4.45
Tahniyat Mahal,Telangana,Museum,4.6,,,,,,,,,,4.45
Bada Imambara,Uttar Pradesh,Historical landmark,4.4,,,,,,,,,,4.5
Gomti Riverfront Park,Uttar Pradesh,Park,4.3,,,,,,,,,,4.29
Rumi Darwaza,Uttar Pradesh,Historical landmark,4.5,,,,,,,,,,4.5
"The Residency, Lucknow",Uttar Pradesh,Archaeological site,4.3,,,,,,,,,,4.5
Chota Imambara,Uttar Pradesh,Monument,4.5,,,,,,,,,,4.5
State Museum Lucknow,Uttar Pradesh,Museum,4.3,,,,,,,,,,4.5
Sikandar Bagh,Uttar Pradesh,Historical landmark,4.1,,,,,,,,,,4.5
Satkhanda,Uttar Pradesh,Historical landmark,4.4,,,,,,,,,,4.5
Chhatar Manzil,Uttar Pradesh,Heritage building,4.2,,,,,,,,,,4.5
Shaheed Smarak,Uttar Pradesh,Monument,4.4,,,,,,,,,,4.5
Suraj Kund Park,Uttar Pradesh,Park,4.1,,,,,,,,,,4.29
"Pahari Mandir, Ranchi",Jharkhand,Hindu temple,4.6,,,,,,,,,,4.63
Oxygen Park,Jharkhand,Park,4.3,,,,,,,,,,4.28
Jagannath Mandir,Jharkhand,Hindu temple,4.7,,,,,,,,,,4.63
"Biodiversity Park - Ranchi District, Jharkhand, India",Jharkhand,Park,4.3,,,,,,,,,,4.28
Shahid Sankalp Children Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
Kanke Dam Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
Dhurwa Dam Park,Jharkhand,Park,4.2,,,,,,,,,,4.28
State Museum,Jharkhand,Heritage museum,4.3,,,,,,,,,,4.23
"Gompa Buddhist Temple - Itanagar, Arunachal Pradesh, India",Arunachal Pradesh,Buddhist temple,4.4,,,,,,,,,,4.59
State Museum,Arunachal Pradesh,Museum,4.2,,,,,,,,,,4.2
Eco Park,West Bengal,Park,4.5,,,,,,,,,,4.43
Victoria Memorial,West Bengal,Museum,4.6,,,,,,,,,,4.54
Indian Museum,West Bengal,Museum,4.5,,,,,,,,,,4.54
"Millennium Park, Kolkata",West Bengal,Park,4.1,,,,,,,,,,4.43
Nakhoda Masjid,West Bengal,Mosque,4.6,,,,,,,,,,4.55
Sri Jagannath Temple - Khidirpur,West Bengal,Hindu temple,4.7,,,,,,,,,,4.55
St. John's Church,West Bengal,Church,4.6,,,,,,,,,,4.55
Kolkata Police Museum,West Bengal,Museum,4.6,,,,,,,,,,4.54
Rabindra Sarobar Lake,West Bengal,Park,4.5,,,,,,,,,,4.43
James Prinsep Monument,West Bengal,Historical landmark,4.5,,,,,,,,,,4.54
St. Paul Cathedral Church,West Bengal,Church,4.6,,,,,,,,,,4.55
Birla Mandir,West Bengal,Hindu temple,4.6,,,,,,,,,,4.55
Elliot Park,West Bengal,Park,4.3,,,,,,,,,,4.43
"Fort William, India",West Bengal,Fortress,4.6,,,,,,,,,,4.54
Jorasanko Thakurbari,West Bengal,Museum,4.6,,,,,,,,,,4.54
"Central Park, Salt Lake, Kolkata",West Bengal,Park,4.3,,,,,,,,,,4.43
Tala Jheel Park Kolkata,West Bengal,Park,4.3,,,,,,,,,,4.43
Lions Safari Park,West Bengal,Park,4.6,,,,,,,,,,4.43
Mohar Kunja,West Bengal,Park,4.4,,,,,,,,,,4.43
Shaheed Minar,West Bengal,Historical landmark,4.4,,,,,,,,,,4.54
Metcalfe Hall,West Bengal,Museum,4.6,,,,,,,,,,4.54
Shiv Mandir Sarbajanin Durgapuja,West Bengal,Historical place museum,4.5,,,,,,,,,,4.54
Smaranika Tram Museum,West Bengal,Museum,4.4,,,,,,,,,,4.54
Nipponzan Myohoji Buddhist Temple,West Bengal,Buddhist temple,4.6,,,,,,,,,,4.55
Nature Study Park,West Bengal,Park,4.2,,,,,,,,,,4.43
Victoria Square,West Bengal,Park,4.4,,,,,,,,,,4.43
Citizen's Park,West Bengal,Park,4.4,,,,,,,,,,4.43
Jorasanko Rajbati,West Bengal,Historical landmark,4.3,,,,,,,,,,4.54
Minmangal Ghat,West Bengal,Historical landmark,4.3,,,,,,,,,,4.54
Maulana Azad Museum,West Bengal,Museum,4.5,,,,,,,,,,4.54
leniner muurti,West Bengal,Historical landmark,4.1,,,,,,,,,,4.54
DHEU SAGAR,West Bengal,Park,4.3,,,,,,,,,,4.43
Boating point at Amarabati Park,West Bengal,Park,4.2,,,,,,,,,,4.43
Varkala International Beach,Kerala,Beach pavillion,4.5,,,,,,,,,,4.43
Varkala Beachside Cliff,Kerala,Public beach,4.6,,,,,,,,,,4.43
Sri Janardanaswamy Temple,Kerala,Hindu temple,4.7,,,,,,,,,,4.72
Kappil Beach,Kerala,Beach,4.5,,,,,,,,,,4.43
The Black Sand Beach Varkala,Kerala,Public beach,4.5,,,,,,,,,,4.43
Arivalam Beach Park Varkala,Kerala,Park,4.2,,,,,,,,,,4.43
Papanasam Beach,Kerala,Public beach,4.4,,,,,,,,,,4.43
Varkala Bali Mandapam,Kerala,Hindu temple,4.5,,,,,,,,,,4.72
Aaliyirakkam Beach,Kerala,Beach pavillion,4.2,,,,,,,,,,4.43
Bengal Safari,West Bengal,Wildlife and safari park,4.2,,,,,,,,,,4.43
ISKCON Siliguri,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
SALUGARA MONASTERY,West Bengal,Buddhist temple,4.4,,,,,,,,,,4.55
Sevokeshwari Kali Temple,West Bengal,Hindu temple,4.6,,,,,,,,,,4.55
Sepoy Dhura Tea Garden,West Bengal,Garden,4.1,,,,,,,,,,4.43
Lokenath Mandir,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
Sevoke Forest,West Bengal,National forest,4.6,,,,,,,,,,4.43
Lokenath Baba Mandir,West Bengal,Hindu temple,4.5,,,,,,,,,,4.55
